Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Łucja Andrzejewska,11,1,A,,,
Łucja Andrzejewska,11,2,A,,,
Łucja Andrzejewska,11,3,B,,,
Łucja Andrzejewska,11,4B,B,,,
Łucja Andrzejewska,11,5B,c,,,
Łucja Andrzejewska,11,6B,A,2,,
Łucja Andrzejewska,11,7B,A,,,
Łucja Andrzejewska,11,8B,A,,,
Łucja Andrzejewska,11,9B,D,,,
Łucja Andrzejewska,11,10B,C,,,
Łucja Andrzejewska,11,11B,C,,,
Łucja Andrzejewska,11,12B,E,,,
Łucja Andrzejewska,11,13B,C,,,
Łucja Andrzejewska,11,13B,D,,,
Łucja Andrzejewska,11,13B,F,,,
Łucja Andrzejewska,11,13B,J,,,
Łucja Andrzejewska,11,13B,L,,,
Łucja Andrzejewska,11,13B,O,,,
Łucja Andrzejewska,11,14B,,,SIEDZENIE W DOMU,
Łucja Andrzejewska,11,15B,D,,,
Łucja Andrzejewska,11,15B,E,,,
Łucja Andrzejewska,11,16B,,,BO JESTEM CHOROWITA,
Łucja Andrzejewska,11,17B,A,,OCENA POZYTYWNA,
Łucja Andrzejewska,11,17B,B,,TRUDNO POWIEDZIEĆ,
Łucja Andrzejewska,11,17B,C,,nie korzystałam/łem,
Łucja Andrzejewska,11,17B,D,,nie korzystałam/łem,
Łucja Andrzejewska,11,17B,E,,nie korzystałam/łem,
Łucja Andrzejewska,11,17B,F,,nie korzystałam/łem,
Łucja Andrzejewska,11,17B,G,,OCENA POZYTYWNA,
Łucja Andrzejewska,11,17B,H,,nie korzystałam/łem,
Łucja Andrzejewska,11,17B,I,,nie korzystałam/łem,
Łucja Andrzejewska,11,17B,J,,OCENA POZYTYWNA,
Łucja Andrzejewska,11,17B,K,,nie korzystałam/łem,
Łucja Andrzejewska,11,17B,L,,nie korzystałam/łem,
Łucja Andrzejewska,11,18B,,,WYŻSZA EMERYTURA,
Łucja Andrzejewska,11,19B,G,,NIC MI O TYM NIE WIADOMO,
Łucja Andrzejewska,11,19A,A,,,
Łucja Andrzejewska,11,20B,C,,,
Łucja Andrzejewska,11,21B,,,NIE MAM POMYSŁU,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Łucja Andrzejewska,,,
