Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,1,1,A,,,
Grażyna Konieczna,1,2,A,,,
Grażyna Konieczna,1,3,B,,,
Grażyna Konieczna,1,4B,B,,,
Grażyna Konieczna,1,5B,C,,,
Grażyna Konieczna,1,6B,A ,2,,
Grażyna Konieczna,1,7B,A,,,
Grażyna Konieczna,1,8B,A,,,
Grażyna Konieczna,1,9B,"A,D",,,
Grażyna Konieczna,1,10B,C,,,
Grażyna Konieczna,1,11B,C,,,
Grażyna Konieczna,1,12B,A,,,
Grażyna Konieczna,1,13B,"I,J,K",,,
Grażyna Konieczna,1,14B,,,"BRAK ŚRODKÓW NA REKREACJĘ, DOKSZTAŁCANIE SIĘ, KULTURĘ",
Grażyna Konieczna,1,15B,F,,,
Grażyna Konieczna,1,16B,,,ZE WZGLĘDU NA WIEK I ZŁE SAMOPOCZUCIE.,
Grażyna Konieczna,1,17B,"E,G,I,j,K",,,
Grażyna Konieczna,1,18B,,,OBNIŻENIE KOSZTÓW ŻYCIA NP. CEN PRĄDU,
Grażyna Konieczna,1,19B,"D,E",,,
Grażyna Konieczna,1,20B,B,,,
Grażyna Konieczna,1,21B,,,LEPSZE INFORMOWANIE O MOŻLIWYM WSPARCIU ORGANIZACJI SPOŁECZNYCH ITP.,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
