Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,32,1,A,,,
Grażyna Konieczna,32,2,A,,,
Grażyna Konieczna,32,3,A,,,
Grażyna Konieczna,32,4A,B,,,
Grażyna Konieczna,32,5A,E,Brak dochodów,,
Grażyna Konieczna,32,6A,C,,,
Grażyna Konieczna,32,7A,F,,,
Grażyna Konieczna,32,8A,H,,,
Grażyna Konieczna,32,9A,A,,,
Grażyna Konieczna,32,10A,A,,,
Grażyna Konieczna,32,11A,A C D M,,,
Grażyna Konieczna,32,12A,,,Brakuje mi na wszystko,
Grażyna Konieczna,32,13A,A F G,,,
Grażyna Konieczna,32,14A,,,Nie umiem znaleść pracy,
Grażyna Konieczna,32,15A,D E G J,,Ocena pozytywna,
Grażyna Konieczna,32,16A,,,Znalezienie pracy,
Grażyna Konieczna,32,17A,C,,,
Grażyna Konieczna,32,18A,B,,,
Grażyna Konieczna,32,19A,A,,,
Grażyna Konieczna,32,20A,,,Trzeba się samemu starać o poprawę.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
