Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,20,1,a,,,
Grażyna Konieczna,20,2,a,,,
Grażyna Konieczna,20,3,b,    ,,
Grażyna Konieczna,20,4B,b,,,
Grażyna Konieczna,20,5B,b, ,,
Grażyna Konieczna,20,6B,a,2 osobowa rodzina matka samotnie wychowująca dziecko,,
Grażyna Konieczna,20,7B,b,1 dziecko,,
Grażyna Konieczna,20,8B,a,,,
Grażyna Konieczna,20,9B,b,,,
Grażyna Konieczna,20,10B,f,    ,,
Grażyna Konieczna,20,11B,a, ,,
Grażyna Konieczna,20,12B,a,    ,   ,
Grażyna Konieczna,20,13B,m, ,,
Grażyna Konieczna,20,14B,,,"Nie daję rady opłacić rachunków. Grozi mi odcięcie prądu, a córka ma roczek. Drogie utrzymanie małego dziecka",
Grażyna Konieczna,20,15B,i,Obecnie nie podejmuję ze względu na małe dziecko. Nie mam na to czasu przy niemowlaku,,
Grażyna Konieczna,20,16B,,    ,Nie mam na to czasu przy niemowlaku na szukani pracy,
Grażyna Konieczna,20,17B,"e, k",ocena pozytywna,,
Grażyna Konieczna,20,18B,,,Obniżenie kosztów życia i większe zasiłki na dziecko,
Grażyna Konieczna,20,19B,g,nie znam,,
Grażyna Konieczna,20,20B,a, ,,
Grażyna Konieczna,20,21B,a,,Lepsze informowanie o możliwym wsparciu organizacji społecznych ,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
