Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,38,1,B,,,
Grażyna Konieczna,38,2,A,,,
Grażyna Konieczna,38,3,B,,,
Grażyna Konieczna,38,4B,B,,,
Grażyna Konieczna,38,5B,C,,,
Grażyna Konieczna,38,6B,1,,,
Grażyna Konieczna,38,7B,A,,,
Grażyna Konieczna,38,8B,D,,,
Grażyna Konieczna,38,9B,D,,,
Grażyna Konieczna,38,10B,C,,,
Grażyna Konieczna,38,11B,C,,,
Grażyna Konieczna,38,12B,A,,,
Grażyna Konieczna,38,13B,F J,,,
Grażyna Konieczna,38,14B,,,Nie możemy realizować planów i marzeń,
Grażyna Konieczna,38,15B,A,,,
Grażyna Konieczna,38,16B,,,"Rynek pracy jest zbyt wymagający,a ja nie mam siły",
Grażyna Konieczna,38,17B,M,Nie korzystałem,,
Grażyna Konieczna,38,18B,,,Nie wiem,
Grażyna Konieczna,38,19B,A C D,,,
Grażyna Konieczna,38,20B,A,,,
Grażyna Konieczna,38,21B,,,Poprawić relację z sąsiadami. Lepsze informowanie o możliwościach pomocy.,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
