Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,7,1,b,,,
Grażyna Konieczna,7,2,a,,,
Grażyna Konieczna,7,3,b,,,
Grażyna Konieczna,7,4B,b,,,
Grażyna Konieczna,7,5B,b,,,
Grażyna Konieczna,7,6B,a,,,
Grażyna Konieczna,7,7B,a,,,
Grażyna Konieczna,7,8B,c,,,
Grażyna Konieczna,7,9B,h,"Syn miał wylew i synowa musiała zrezygnować z pracy, a ja mam rentę i jestem schorowany, bo mam już ponad 80 lat. Jestem rzeźbiarzem, ale już nie mogę rzeźbić",,
Grażyna Konieczna,7,10B,f,    ,,
Grażyna Konieczna,7,11B,d,,,
Grażyna Konieczna,7,12B,c,,   ,
Grażyna Konieczna,7,13B,m,,,
Grażyna Konieczna,7,14B,,,"Brak pieniędzy na wszystko. Jak zapłacimy za mieszkanie i leki to mało co zostaje na jedzenie, a o innych wydatkach już nie myślimy. A gdzie rehabilitacja syna?  To jest upokarzające. Gdyby nie pomoc sąsiadów, którzy dzielą się z nami jedzeniem, to chyba umarlibyśmy z głodu.",
Grażyna Konieczna,7,15B,"d,e,f,g,",,,
Grażyna Konieczna,7,16B,,,"Synowa opiekuje się nami i nie ma możliwości iść do pracy, a ja już jestem za stary. Czuję się bezradnyw tej sytuacji.",
Grażyna Konieczna,7,17B,"a, g,e, i, j, k",,,
Grażyna Konieczna,7,18B,  ,,"Zdrowie i siły. Obniżenie kosztów życia, a tu same podwyżki i inflacja.",
Grażyna Konieczna,7,19B,d,,,
Grażyna Konieczna,7,20B,a,,,
Grażyna Konieczna,7,21B,,,"Dawniej ludzie byli bardziej wrażliwi,  a teraz każdy patrzy tylko w swój telefon. Nie ma w społeczeństwie empatii. Nie wiem jak można pomóc.",
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grazyna Konieczna,,,
