Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,36,1,A,,,
Grażyna Konieczna,36,2,A,,,
Grażyna Konieczna,36,3,B,,,
Grażyna Konieczna,36,4B,B,,,
Grażyna Konieczna,36,5B,C,,,
Grażyna Konieczna,36,6B,1,,,
Grażyna Konieczna,36,7B,A,,,
Grażyna Konieczna,36,8B,D,,,
Grażyna Konieczna,36,9B,D,,,
Grażyna Konieczna,36,10B,C,,,
Grażyna Konieczna,36,11B,C,,,
Grażyna Konieczna,36,12B,A,,,
Grażyna Konieczna,36,13B,F J K,,,
Grażyna Konieczna,36,14B,,,obniżenie poziomu życia,
Grażyna Konieczna,36,15B,I,,,
Grażyna Konieczna,36,16B,,,Nie mam siły,
Grażyna Konieczna,36,17B,M,Nie korzystałam,,
Grażyna Konieczna,36,18B,,,Nie wiem,
Grażyna Konieczna,36,19B,G,Nie znam,,
Grażyna Konieczna,36,20B,A,,,
Grażyna Konieczna,36,21B,,,Trzeba pogodzić się ze starością,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
