Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,5,1,a,,,
Grażyna Konieczna,5,2,a,,,
Grażyna Konieczna,5,3,b,,,
Grażyna Konieczna,5,4B,b,,,
Grażyna Konieczna,5,5B,c,,,
Grażyna Konieczna,5,6B,a,,,
Grażyna Konieczna,5,7B,a,,,
Grażyna Konieczna,5,8B,b,,,
Grażyna Konieczna,5,9B,h,utrata pracy,,
Grażyna Konieczna,5,10B,a,,,
Grażyna Konieczna,5,11B,a,,,
Grażyna Konieczna,5,12B,a,,,
Grażyna Konieczna,5,13B,"d, f, j",,,
Grażyna Konieczna,5,14B,,, brak środków do urególowania stałych zobowiązań,
Grażyna Konieczna,5,15B,"a, f",,,
Grażyna Konieczna,5,16B,,,Stan zdrowia utrudnia mi pracę,
Grażyna Konieczna,5,17B,"e, g",ocena pozytywna,,
Grażyna Konieczna,5,18B,,,Zdrowie,
Grażyna Konieczna,5,19B,c,,,
Grażyna Konieczna,5,20B,b,nie wiem ale słyszałam,,
Grażyna Konieczna,5,21B,,,Lepszy dostęp do leczenia.,
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grazyna Konieczna,,,
