Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,27,1,B,,,
Grażyna Konieczna,27,2,A,,,
Grażyna Konieczna,27,3A,A,,,
Grażyna Konieczna,27,4A,B,,,
Grażyna Konieczna,27,5A,B,,,
Grażyna Konieczna,27,6A,A,,,
Grażyna Konieczna,27,7A,I,Odsiadywałem wyrok,,
Grażyna Konieczna,27,8A,A,,,
Grażyna Konieczna,27,9A,A,,,
Grażyna Konieczna,27,10A,R,,,
Grażyna Konieczna,27,11A,"A, F, J",,,
Grażyna Konieczna,27,12A,,,Brak środków na wynajem samodzielnego mieszkania,
Grażyna Konieczna,27,13A,"A, E, F",,,
Grażyna Konieczna,27,14A,,,Spłacam alimenty więc mam dodatkowe zobowiązania finansowe,
Grażyna Konieczna,27,15A,"A,D, K",Ocena pozytywna,,
Grażyna Konieczna,27,16A,,,"Lepiej płatna praca, bo inflacja dodatkowo pożera dochody.",
Grażyna Konieczna,27,17A,"D, E",,,
Grażyna Konieczna,27,18A,C,,,
Grażyna Konieczna,27,19A,F,,,
Grażyna Konieczna,27,20A,,,Trzeba sobie jakoś radzić samemu i nie załamywać się tylko mieć nadzieję i ufać Bogu.,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
