Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,40,1,A,,,
Grażyna Konieczna,40,2,A,,,
Grażyna Konieczna,40,3,B,,,
Grażyna Konieczna,40,4B,B,,,
Grażyna Konieczna,40,5B,C,,,
Grażyna Konieczna,40,6B,A1,,,
Grażyna Konieczna,40,7B,A,,,
Grażyna Konieczna,40,8B,B,,,
Grażyna Konieczna,40,9B,H,Utrata pracy,,
Grażyna Konieczna,40,10B,A,,,
Grażyna Konieczna,40,11B,B,,,
Grażyna Konieczna,40,12B,A,,,
Grażyna Konieczna,40,13B,F I J ,,,
Grażyna Konieczna,40,14B,,,Brak pieniędzy na rehabilitację ui dokształcanie dziecka,
Grażyna Konieczna,40,15B,A C F,,,
Grażyna Konieczna,40,16B,F,,Stan zdrowia utrudnia mi pracę,
Grażyna Konieczna,40,17B,D E G,Ocena pozytywna,,
Grażyna Konieczna,40,18B,,,Zdrowie,
Grażyna Konieczna,40,19B,C D,,,
Grażyna Konieczna,40,20B,B,,,
Grażyna Konieczna,40,21B,,,Lepszy dostęp do leczenia,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
