Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,10,1,a,,,
Grażyna Konieczna,10,2,a,,,
Grażyna Konieczna,10,3,a,,,
Grażyna Konieczna,10,4B,b,,,
Grażyna Konieczna,10,5B,c,,,
Grażyna Konieczna,10,6B,a, ,,
Grażyna Konieczna,10,7B,a, ,,
Grażyna Konieczna,10,8B,c,,,
Grażyna Konieczna,10,9B,c,,,
Grażyna Konieczna,10,10B,c,    ,,
Grażyna Konieczna,10,11B,c,,,
Grażyna Konieczna,10,12B,a, ,   ,
Grażyna Konieczna,10,13B,m,,,
Grażyna Konieczna,10,14B,    ,,"Jestem malarką ale jak opłacę rachunki to nie zostaje mi na płótna i farby. Nie mogę się rozwijać. Brakuje mi pieniędzy też na jedzenie i opłaty, a boję się co będzie w zimie jak dojdą koszty ogrzewania.  ",
Grażyna Konieczna,10,15B,g,,,
Grażyna Konieczna,10,16B,,,"Nie może ktoś mnie stale utrzymywać, Jestem sama z córką i chcę żeby ona się mogła uczyć, a to kosztuje. Ze względu na wiek i złe samopoczucie nie mogę iść do pracy fizycznej.",
Grażyna Konieczna,10,17B,a,ocena negatywna,"W MOPS nikt się mną nie przejął;, a ilość zaświadzeń i dokumentów do złożenia przeraża mnie.",
Grażyna Konieczna,10,17B,j,ocena pozytywna,,
Grażyna Konieczna,10,18B,,    ,"Obniżenie kosztów życia np. jakiś dodatek mieszkaniowy, obniżenie cen prądu i ogrzewania, a tu wszyscy straszą, że będzie coraz drożej.",
Grażyna Konieczna,10,19B,"d,e",,,
Grażyna Konieczna,10,20B,a,Lepsze informowanie o możliwym wsparciu organizacji społecznych i  szukać pomocy we wszystkich organizacjach które tej pomocy udzielają,,
Grażyna Konieczna,10,21B,, ,,
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
