Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,2,1,A,,,
Grażyna Konieczna,2,2,A,,,
Grażyna Konieczna,2,3,A,,,
Grażyna Konieczna,2,4A,B,,,
Grażyna Konieczna,2,5A,E,Brak dochodów,,
Grażyna Konieczna,2,6A,C,,,
Grażyna Konieczna,2,7A,G,Alkohol,,
Grażyna Konieczna,2,8A,H,,,
Grażyna Konieczna,2,9A,B,,,
Grażyna Konieczna,2,10A,J,,,
Grażyna Konieczna,2,11A,A C  M,,,
Grażyna Konieczna,2,12A,,,Brakuje mi na wszystko,
Grażyna Konieczna,2,13A,"A, E, F,",,,
Grażyna Konieczna,2,14A,,,Jestem uzależniony od alkoholu. Jestem samotny. Nie umiem znaleść pracy,
Grażyna Konieczna,2,15A,D E G J K,,Ocena pozytywna,
Grażyna Konieczna,2,16A,,,Znalezienie pracy,
Grażyna Konieczna,2,17A,C,,,
Grażyna Konieczna,2,18A,C,,,
Grażyna Konieczna,2,19A,A,,,
Grażyna Konieczna,2,20A,,,Nie wiem co,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
