Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,21,1,b,,,
Grażyna Konieczna,21,2,a,,,
Grażyna Konieczna,21,3,a,    ,,
Grażyna Konieczna,21,4A,b,,,
Grażyna Konieczna,21,5A,c, ,,
Grażyna Konieczna,21,6A,b,    ,,
Grażyna Konieczna,21,7A,h,"Zamknięcie w pandemii lokali gastronomicznych, gdzie pracowałem ",,
Grażyna Konieczna,21,8A,a,,,
Grażyna Konieczna,21,9A,a,,,
Grażyna Konieczna,21,10A,a,    ,,
Grażyna Konieczna,21,11A,"b, c, j, l", ,,
Grażyna Konieczna,21,12A,  ,,Obniżenie poziomu życia. Brak oszczędności by w coś zainwestować. Życie w stresie i presji finansowej. ,
Grażyna Konieczna,21,13A,"a, f", ,,
Grażyna Konieczna,21,14A,,Zacząłem pić,   ,
Grażyna Konieczna,21,15A,"d, e",pozytywnie ,,
Grażyna Konieczna,21,16A,  ,,Dobrze płatna praca i zerwanie z nałogiem.,
Grażyna Konieczna,21,17A,g,nie znam,,
Grażyna Konieczna,21,18A,a,    ,,
Grażyna Konieczna,21,19A,f,,,
Grażyna Konieczna,21,20A,  ,niech próbują  brać życie w swoje ręce,,
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
