Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,33,1,A,,,
Grażyna Konieczna,33,2,A,,,
Grażyna Konieczna,33,3,A,,,
Grażyna Konieczna,33,4A,B,,,
Grażyna Konieczna,33,5A,B,,,
Grażyna Konieczna,33,6A,E,,,
Grażyna Konieczna,33,7A,A,,,
Grażyna Konieczna,33,8A,F,,,
Grażyna Konieczna,33,9A,C,,,
Grażyna Konieczna,33,10A,R,,,
Grażyna Konieczna,33,11A,M,,,
Grażyna Konieczna,33,12A,,,Brakuje  na wszystko,
Grażyna Konieczna,33,13A,E F G,,,
Grażyna Konieczna,33,14A,,,"Ciągle mam za mało,bo wszystko drożeje",
Grażyna Konieczna,33,15A,A D E G J,,Ocena pozytywna,
Grażyna Konieczna,33,16A,,,"Zmiana przepisów, pomoc kogoś kto się zna",
Grażyna Konieczna,33,17A,C D E,,,
Grażyna Konieczna,33,18A,C,,,
Grażyna Konieczna,33,19A,A,,,
Grażyna Konieczna,32,20A,,,Nie wiem,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
