Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,35,1,B,,,
Grażyna Konieczna,35,2,A,,,
Grażyna Konieczna,35,3,B,,,
Grażyna Konieczna,35,4B,B,,,
Grażyna Konieczna,35,5B,B,,,
Grażyna Konieczna,35,6B,2,,,
Grażyna Konieczna,35,7B,B2,,,
Grażyna Konieczna,35,8B,B,,,
Grażyna Konieczna,35,9B,E,,,
Grażyna Konieczna,35,10B,A,,,
Grażyna Konieczna,35,11B,A,,,
Grażyna Konieczna,35,12B,A,,,
Grażyna Konieczna,35,13B,A C E J K,,,
Grażyna Konieczna,35,14B,,,Nie możemy wyjechać na wakacje całą rodziną,
Grażyna Konieczna,35,15B,C,,,
Grażyna Konieczna,35,16B,,,Brak czasu na dokształcanie,
Grażyna Konieczna,35,17B,K,Ocena pozytywna,,
Grażyna Konieczna,35,18B,,,Wyższy socjal na dzieci,
Grażyna Konieczna,35,19B,D,,,
Grażyna Konieczna,35,20B,A,,Nie wiem,
Grażyna Konieczna,35,21B,,,Lepsza informacja o miejscach udzielających pomocy,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
