Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,31,1,B,,,
Grażyna Konieczna,31,2,A,,,
Grażyna Konieczna,31,3,A,,,
Grażyna Konieczna,31,4A,B,,,
Grażyna Konieczna,31,5A,C,,,
Grażyna Konieczna,31,6A,B,,,
Grażyna Konieczna,31,7A,H,,Utrata pracy,
Grażyna Konieczna,31,8A,A,,,
Grażyna Konieczna,31,9A,A,,,
Grażyna Konieczna,31,10A,A,,,
Grażyna Konieczna,31,11A,A E J ,,,
Grażyna Konieczna,31,12A,,,Brak pieniędzy na zakup własnego mieszkania,
Grażyna Konieczna,31,13A,A,,,
Grażyna Konieczna,31,14A,,,Inflacja,
Grażyna Konieczna,31,15A,E,,Ocena pozytywna,
Grażyna Konieczna,31,16A,,,"Stała, dobrze płatna praca",
Grażyna Konieczna,31,17A,G,,Nie znam,
Grażyna Konieczna,31,18A,B,,,
Grażyna Konieczna,31,19A,F,,,
Grażyna Konieczna,31,20A,,,Trzeba się samemu starać o poprawę.,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
