Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,8,1,a,,,
Grażyna Konieczna,8,2,a,,,
Grażyna Konieczna,8,3,b,,,
Grażyna Konieczna,8,4B,b,,,
Grażyna Konieczna,8,5B,b,,,
Grażyna Konieczna,8,6B,a,,,
Grażyna Konieczna,8,7B,a,,,
Grażyna Konieczna,8,8B,e,,,
Grażyna Konieczna,8,9B,c,,,
Grażyna Konieczna,8,10B,c,    ,,
Grażyna Konieczna,8,11B,c,,,
Grażyna Konieczna,8,12B,c,,   ,
Grażyna Konieczna,8,13B,"a,d,e,f,i,j",,,
Grażyna Konieczna,8,14B,,,Brak pieniędzy na rehabilitację i adaptację mieszkania do mojej niepełnosprawności. Jeżdżę na wózku inwalidzkim.,
Grażyna Konieczna,8,15B," e,f,g",    ,,
Grażyna Konieczna,8,16B,, ,"Mąż ma 90 lat i ma raka. A ja jestem na wózku inwalidzkim. Jak mam coś zmienić? Gdyby nie pomoc znajomych, to…  Z takimi dochodami i w naszej sytuacji co można zrobić? Chyba tylko położyć się i umrzeć.",
Grażyna Konieczna,8,17B,"a,e,g,i,k",,,
Grażyna Konieczna,8,18B,  ,,"Lepsza opieka zdrowotna, tasze leki i ktoś do pomocy na stałe – ale bezpłatnie.Mamy 1 pokój z aneksem kuchennym w przedpokoju. Nie ma się gdzie ruszyć.Ja sama z wózkiem nie wyjdę z domu, a mąż ma 90 lat i już ledwo sam chodzi.",
Grażyna Konieczna,8,19B,"a,c,d,e,f",Nie umiem wypełnić tych formalności. Tego jest za dużo.,,
Grażyna Konieczna,8,20B,a,,,
Grażyna Konieczna,8,21B,,,Lepszy dostęp do leczenia i do urzędów. Ulgi w czynszu powyżej 60 tego roku życia,
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
