Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,19,1,b,,,
Grażyna Konieczna,19,2,a,,,
Grażyna Konieczna,19,3,a,    ,,
Grażyna Konieczna,19,4A,b,,,
Grażyna Konieczna,19,5A,b, ,,
Grażyna Konieczna,19,6A,c, ,,
Grażyna Konieczna,19,7A,d, ,,
Grażyna Konieczna,19,8A,c,,,
Grażyna Konieczna,19,9A,c,,,
Grażyna Konieczna,19,10A,a,    ,,
Grażyna Konieczna,19,11A,m, ,,
Grażyna Konieczna,19,12A,  ,,Trudno mi wykupić leki,
Grażyna Konieczna,19,13A,e, ,,
Grażyna Konieczna,19,14A,,,Urzędy są bezduszne,
Grażyna Konieczna,19,15A,e,ocena pozytywna,,
Grażyna Konieczna,19,16A,,,podwyżka  emerytur,
Grażyna Konieczna,19,17A,c,    ,,
Grażyna Konieczna,19,18A,a,    ,,
Grażyna Konieczna,19,19A,a,,,
Grażyna Konieczna,19,20A,  ,,Ogólny szacunek do ludzi i zainteresowanie drugim człowiekiem. Dzielenie się jedzeniem gdy komuś zbywa.,
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
