Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,9,1,b,,,
Grażyna Konieczna,9,2,a,,,
Grażyna Konieczna,9,3A,a,,,
Grażyna Konieczna,9,4A,b,,,
Grażyna Konieczna,9,5A,b,,,
Grażyna Konieczna,9,6A,d, ,,
Grażyna Konieczna,9,7A,a, ,,
Grażyna Konieczna,9,8A,d,,,
Grażyna Konieczna,9,9A,b,,,
Grażyna Konieczna,9,10A,b,    ,,
Grażyna Konieczna,9,11A,"f,d, j",,,
Grażyna Konieczna,9,12A,  ,brak środków na wynajęcie i remont mieszkania.,   ,
Grażyna Konieczna,9,13A,"a,e",,,
Grażyna Konieczna,9,14A,,praca dorywcza nie przynosi wystarczających dochodów,   ,
Grażyna Konieczna,9,15A,"e,g",pozytywne,,
Grażyna Konieczna,9,16A,,"podwyrzka  świadczen rentowych ,wieksze zniżki na leki",,
Grażyna Konieczna,9,17A,"a, e",,,
Grażyna Konieczna,9,18A,a,    ,,
Grażyna Konieczna,9,19A,a,,,
Grażyna Konieczna,9,20A,  ,ludzie powinni przede wszystkim szanować zdrowie i żywność,,
,,,, ,,
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
