Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,34,1,B,,,
Grażyna Konieczna,34,2,A,,,
Grażyna Konieczna,34,3,A,,,
Grażyna Konieczna,34,4A,B,,,
Grażyna Konieczna,34,5A,D,,,
Grażyna Konieczna,34,6A,C,,,
Grażyna Konieczna,34,7A,G,,,
Grażyna Konieczna,34,8A,A,,,
Grażyna Konieczna,34,9A,A,,,
Grażyna Konieczna,34,10A,A,,,
Grażyna Konieczna,34,11A,B D L ,,,
Grażyna Konieczna,34,12A,,,Tułanie się  - ciągła zmiana miejsca zamieszkania,
Grażyna Konieczna,34,13A,A  D F G,,,
Grażyna Konieczna,34,14A,,,Przepijam,
Grażyna Konieczna,34,15A,E J,,Trudno powiedzieć,
Grażyna Konieczna,34,16A,,,Zerwanie z nałogiem i stała praca,
Grażyna Konieczna,34,17A,G,Nie znam,,
Grażyna Konieczna,34,18A,A,,,
Grażyna Konieczna,34,19A,F,,,
Grażyna Konieczna,34,20A,,,Nie wiem,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
