Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,3,1,b,,,
Grażyna Konieczna,3,2, a,,,
Grażyna Konieczna,3,3,a,,,
Grażyna Konieczna,3,4A,b,,,
Grażyna Konieczna,3,5A,e, brak dochodów,,
Grażyna Konieczna,3,6A,b,,,
Grażyna Konieczna,3,7A,g,Alkohol,,
Grażyna Konieczna,3,8A,h,,,
Grażyna Konieczna,3,9A,a,,,
Grażyna Konieczna,3,10A,a,,,
Grażyna Konieczna,3,11A,m,,,
Grażyna Konieczna,3,12A,,,Upokorzenie i poczucie bezsilności,
Grażyna Konieczna,3,13A,j,"Po wyjściu z zakładu karnego nie mogę znaleźć stałej pracy, tylko dorywcze sezonowe.",,
Grażyna Konieczna,3,14A,,,Jestem uzależniony od alkoholu i ciągle tracę pracę. Po wyjściu z zakładu karnego nie mogę znaleźć stałej pracy,
Grażyna Konieczna,3,15A,m,Nie umiem wypełniać niezbędnych papierów,,
Grażyna Konieczna,3,16A,,,Stała praca i nie picie,
Grażyna Konieczna,3,17A,g,Nie znam,,
Grażyna Konieczna,3,18A,c,,,
Grażyna Konieczna,3,19A,a,Częściowo od państwa a trochę od samego człowieka,,
Grażyna Konieczna,3,20A,,,Nie osądzać ludzi i dawać drugą szansę,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
