Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,11,1,a,,,
Grażyna Konieczna,11,2,a,,,
Grażyna Konieczna,11,3A,a,,,
Grażyna Konieczna,11,4A,b,,,
Grażyna Konieczna,11,5A,c,,,
Grażyna Konieczna,11,6A,b, ,,
Grażyna Konieczna,11,7A,h,pandemia,,
Grażyna Konieczna,11,8A,a,,,
Grażyna Konieczna,11,9A,a,,,
Grażyna Konieczna,11,10A,a,    ,,
Grażyna Konieczna,11,11A,a j l, ,,
Grażyna Konieczna,11,12A,  , obniżenie stopy życiowej,   ,
Grażyna Konieczna,11,13A,a, ,,
Grażyna Konieczna,11,14A,    ,brak pracy przez pandemie,   ,
Grażyna Konieczna,11,15A,d g , pozytywna,,
Grażyna Konieczna,11,16A,, nie wiem co mogło by pomóc,,
Grażyna Konieczna,11,17A,c,    ,,
Grażyna Konieczna,11,18A,a,    ,,
Grażyna Konieczna,11,19A,f,,,
Grażyna Konieczna,11,20A,  ,  szukać pomocy we wszystkich organizacjach które tej pomocy udzielają wspierać się wzajemnie,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
