Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,29,1,,,,
Grażyna Konieczna,29,2,,,,
Grażyna Konieczna,29,3,,,,
Grażyna Konieczna,29,4B,B,,,
Grażyna Konieczna,29,5B,A,,,
Grażyna Konieczna,29,6B,A,7,,
Grażyna Konieczna,29,7B,B,2,,
Grażyna Konieczna,29,8B,B,,,
Grażyna Konieczna,29,9B,"A,B,C,D",,,
Grażyna Konieczna,29,10B,"D,I",,ZASIŁKI RODZINNE,
Grażyna Konieczna,29,11B,"A,A",,,
Grażyna Konieczna,29,12B,A,,,
Grażyna Konieczna,29,13B,"A,C,D,E,F,G,[,J,K,M",,,
Grażyna Konieczna,29,14B,,,"BRAK ŚRODKÓW NA UTRZYMANIE,DOKSZTAŁCANIE,KULTURĘ.",
Grażyna Konieczna,29,15B,F,,,
Grażyna Konieczna,29,16B,,,POSZUKUJĘ PRACY TAKIEJ ABYM JESZCZE MOGŁA OPIEKOWAĆ SIĘ DZIEĆMI,
Grażyna Konieczna,29,17B,"A,G,K",,OCENA POZYTYWNA,
Grażyna Konieczna,29,18B,,,OBNIŻENIE KOSZTÓW ŻYCIA,
Grażyna Konieczna,29,19B,"D,E",,,
Grażyna Konieczna,29,20B,B,,,
Grażyna Konieczna,29,21B,,,WSPARCIE ORGANIZACJI SPOŁECZNYCH,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
