Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,12,1,b,,,
Grażyna Konieczna,12,2,a,,,
Grażyna Konieczna,12,3A,c,jestem osobą bezdomną,,
Grażyna Konieczna,12,4A,b,,,
Grażyna Konieczna,12,5A,e,nie posiadam dochodu,,
Grażyna Konieczna,12,6A,f,od dawna tak jest,,
Grażyna Konieczna,12,7A,g  , ,,
Grażyna Konieczna,12,8A,h,,,
Grażyna Konieczna,12,9A,c,,,
Grażyna Konieczna,12,10A,a,    ,,
Grażyna Konieczna,12,11A,m, ,,
Grażyna Konieczna,12,12A,  , ,Bezdomność i choroby,
Grażyna Konieczna,12,13A,i, ,,
Grażyna Konieczna,12,14A,    , ,Nie starałem się,
Grażyna Konieczna,12,15A,m,Nie mam wsparcia,,
Grażyna Konieczna,12,16A,,,Renta,
Grażyna Konieczna,12,17A,c,    ,,
Grażyna Konieczna,12,18A,b,    ,,
Grażyna Konieczna,12,19A,a,,,
Grażyna Konieczna,12,20A,  , ,,
,,,, ,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
