Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,13,1,b,,,
Grażyna Konieczna,13,2,a,,,
Grażyna Konieczna,13,3,c,jestem osobą bezdomną,,
Grażyna Konieczna,13,4A,b,,,
Grażyna Konieczna,13,5A,e,nie posiadam dochodu,,
Grażyna Konieczna,13,6A,b,,,
Grażyna Konieczna,13,7A,a, ,,
Grażyna Konieczna,13,8A,h,,,
Grażyna Konieczna,13,9A,a,,,
Grażyna Konieczna,13,10A,a,    ,,
Grażyna Konieczna,13,11A,m, ,,
Grażyna Konieczna,13,12A,  ,,brak mieszkania,
Grażyna Konieczna,13,13A,a, ,,
Grażyna Konieczna,13,14A,    ,,pandemia,
Grażyna Konieczna,13,15A,"d, e", ocena pozytywna,,
Grażyna Konieczna,13,16A,, ,praca,
Grażyna Konieczna,13,17A,"c, d",    ,,
Grażyna Konieczna,13,18A,a,    ,,
Grażyna Konieczna,13,19A,a,,,
Grażyna Konieczna,13,20A,  ,  szukać pomocy we wszystkich organizacjach które tej pomocy udzielają,,
,,,, ,,
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
