Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,22,1,a,,,
Grażyna Konieczna,22,2,a,,,
Grażyna Konieczna,22,3,b,    ,,
Grażyna Konieczna,22,4B,b,,,
Grażyna Konieczna,22,5B,c, ,,
Grażyna Konieczna,22,6B,a,2,,
Grażyna Konieczna,22,7B,b,1,,
Grażyna Konieczna,22,8B,b,,,
Grażyna Konieczna,22,9B,b,,mój małżonek jest Afrykańczykiem a tam w tradycji kobieta utrzymuje dom,
Grażyna Konieczna,22,10B,a,    ,,
Grażyna Konieczna,22,11B,a, ,,
Grażyna Konieczna,22,12B,r,    ,   ,
Grażyna Konieczna,22,13B,"e,g,i,j,k,l", ,,
Grażyna Konieczna,22,14B,,    ,"Nie mogę zapewnić dziecku wszystkiego, tak jak bym chciała, a jestem w drugiej ciąży. Mąż nie ma stałej pracy. Nie mogę zapewnić dziecku wyjazdu do kraju jego ojca by poznał tamtejszą kulture",
Grażyna Konieczna,22,15B,"a, f",,,
Grażyna Konieczna,22,16B,  , ,Kościół i organizacje społeczne zapewniają tylko pomoc dorażną. Dziecko ma swoje wymagania. Nie poświęcę dziecka dla kariery. ,
Grażyna Konieczna,22,17B," d,e, g",ocena pozytywna,,
Grażyna Konieczna,22,17B,  , ,najbardziej pomogło by to jakby mążpracował,
Grażyna Konieczna,22,18B,,,Stała praca dla męża,
Grażyna Konieczna,22,19B,d, ,,
Grażyna Konieczna,22,20B,a, ,,
Grażyna Konieczna,22,21B,,,"Lepsze traktowanie obcokrajowców, bo  oni też mają potencjał intelektualny",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
