Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Grażyna Konieczna,15,1,a,,,
Grażyna Konieczna,15,2,a,,,
Grażyna Konieczna,15,3,a,    ,,
Grażyna Konieczna,15,4A,b,,,
Grażyna Konieczna,15,5A,b, ,,
Grażyna Konieczna,15,6A,e,od dawna tak jest,,
Grażyna Konieczna,15,7A,a, ,,
Grażyna Konieczna,15,8A,c,,,
Grażyna Konieczna,15,9A,d,,,
Grażyna Konieczna,15,10A,a,    ,,
Grażyna Konieczna,15,11A,m, ,,
Grażyna Konieczna,15,12A,  ,brak pieniedzy   na jedzenie i leki,   ,
Grażyna Konieczna,15,13A,e, ,,
Grażyna Konieczna,15,14A,    ,,Nic nie załatwiłam bo nie wiem jak. ,
Grażyna Konieczna,15,15A,"d,e, i",ocena pozytywna,,
Grażyna Konieczna,15,16A,,,tańsze leki,
Grażyna Konieczna,15,17A,"a, c, d, e",    ,,
Grażyna Konieczna,15,18A,a,    ,,
Grażyna Konieczna,15,19A,a,,,
Grażyna Konieczna,15,20A,  ,,Być współczującym i pomocnym wobec innych,
,,,,,,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Grażyna Konieczna,,,
