Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Magdalena Czarnik-Zębala,20,1,B,,,
Magdalena Czarnik-Zębala,20,2,A,,,
Magdalena Czarnik-Zębala,20,3,A,,,
Magdalena Czarnik-Zębala,20,4A,B,,,
Magdalena Czarnik-Zębala,20,5A,A,,,
Magdalena Czarnik-Zębala,20,6A,A,,,
Magdalena Czarnik-Zębala,20,7A,A,zaburzenia osobowości,,
Magdalena Czarnik-Zębala,20,7A,G,alkohol+narkotyki wszystkie +dopalacze,,
Magdalena Czarnik-Zębala,20,8A,F,,,
Magdalena Czarnik-Zębala,20,9A,A,MĘŻCZYZNA,,
Magdalena Czarnik-Zębala,20,10A,J,,,
Magdalena Czarnik-Zębala,20,11A,M,,,
Magdalena Czarnik-Zębala,20,12A,,,Nie wystarcza na nic! Musze kombinować!,
Magdalena Czarnik-Zębala,20,13A,A,,,
Magdalena Czarnik-Zębala,20,13A,D,,,
Magdalena Czarnik-Zębala,20,14A,,,Jestem uzależniony MOCNO (pierwszy raz wypiłem wódkę w wieku 4 lat)dlatego nie mogę mieć stałej pracy.,
Magdalena Czarnik-Zębala,20,15A,A,,Ocena negatywna,
Magdalena Czarnik-Zębala,20,15A,B,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,20,15A,C,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,20,15A,D,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,20,15A,E,,Ocena negatywna,
Magdalena Czarnik-Zębala,20,15A,F,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,20,15A,G,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,20,15A,H,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,20,15A,I,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,20,15A,J,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,20,15A,K,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,20,15A,L,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,20,16A,,,Stała praca i wyjście z nałogu,
Magdalena Czarnik-Zębala,20,17A,G,nie interesują mnie inni,,
Magdalena Czarnik-Zębala,20,18A,C,,,
Magdalena Czarnik-Zębala,20,19A,F,,,
Magdalena Czarnik-Zębala,20,20A,,,Nie interesują mnie inni,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Magdalena Czarnik-Zębala,,,
