Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Magdalena Czarnik-Zębala,02,1,B,,,
Magdalena Czarnik-Zębala,02,2,A,,,
Magdalena Czarnik-Zębala,02,3,A,,,
Magdalena Czarnik-Zębala,02,4A,B,,,
Magdalena Czarnik-Zębala,02,5A,A,,,
Magdalena Czarnik-Zębala,02,6A,B,,,
Magdalena Czarnik-Zębala,02,7A,A,,,
Magdalena Czarnik-Zębala,02,7A,G,,,
Magdalena Czarnik-Zębala,02,8A,F,,,
Magdalena Czarnik-Zębala,02,9A,A,MĘŻCZYZNA,,
Magdalena Czarnik-Zębala,02,10A,J,,,
Magdalena Czarnik-Zębala,02,11A,A,,,
Magdalena Czarnik-Zębala,02,11A,C,,,
Magdalena Czarnik-Zębala,02,11A,D,,,
Magdalena Czarnik-Zębala,02,11A,E,,,
Magdalena Czarnik-Zębala,02,11A,J,,,
Magdalena Czarnik-Zębala,02,11A,K,,,
Magdalena Czarnik-Zębala,02,12A,,,Brakuje mi na podstawowe potrzeby.,
Magdalena Czarnik-Zębala,02,13A,D,,,
Magdalena Czarnik-Zębala,02,14A,,,Nie mam jeszcze orzeczenie więc trudniej o pracę.,
Magdalena Czarnik-Zębala,02,15A,A,,Ocena pozytywna,
Magdalena Czarnik-Zębala,02,15A,B,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,02,15A,C,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,02,15A,D,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,02,15A,E,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,02,15A,F,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,02,15A,G,,Trudno powiedzieć,
Magdalena Czarnik-Zębala,02,15A,H,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,02,15A,I,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,02,15A,J,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,02,15A,K,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,02,15A,L,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,02,16A,,,Znalezienie pracy,
Magdalena Czarnik-Zębala,02,17A,B,,,
Magdalena Czarnik-Zębala,02,18A,C,,,
Magdalena Czarnik-Zębala,02,19A,F,,,
Magdalena Czarnik-Zębala,02,20A,,,"Samemu trudno sobie pomóc, a co dopiero innym",
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Magdalena Czarnik-Zębala,,,
