Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Magdalena Czarnik-Zębala,15,1,B,,,
Magdalena Czarnik-Zębala,15,2,A,,,
Magdalena Czarnik-Zębala,15,3,A,,,
Magdalena Czarnik-Zębala,15,4A,B,,,
Magdalena Czarnik-Zębala,15,5A,A,,,
Magdalena Czarnik-Zębala,15,6A,D,,,
Magdalena Czarnik-Zębala,15,7A,A,schizofrenia,,
Magdalena Czarnik-Zębala,15,7A,G,narkotyki- wszystkie oprócz heroiny,,
Magdalena Czarnik-Zębala,15,8A,F,,,
Magdalena Czarnik-Zębala,15,9A,A,MĘŻCZYZNA,,
Magdalena Czarnik-Zębala,15,10A,J,,,
Magdalena Czarnik-Zębala,15,11A,M,,,
Magdalena Czarnik-Zębala,15,12A,,,Jestem NIKIM-nie mam jak żyć…,
Magdalena Czarnik-Zębala,15,13A,A,,,
Magdalena Czarnik-Zębala,15,13A,D,,,
Magdalena Czarnik-Zębala,15,14A,,,Trudno mi wyjść z nałogu-a on pozostawił trwałe skutki na moim zdrowiu,
Magdalena Czarnik-Zębala,15,15A,A,,Ocena pozytywna,
Magdalena Czarnik-Zębala,15,15A,B,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,15,15A,C,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,15,15A,D,,Ocena pozytywna,
Magdalena Czarnik-Zębala,15,15A,E,,Ocena pozytywna,
Magdalena Czarnik-Zębala,15,15A,F,,Ocena pozytywna,
Magdalena Czarnik-Zębala,15,15A,G,,Ocena pozytywna,
Magdalena Czarnik-Zębala,15,15A,H,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,15,15A,I,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,15,15A,J,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,15,15A,K,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,15,15A,L,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,15,16A,,,"Gdybym się wyleczył , znalazł prace na stałe i się usamodzielnił",
Magdalena Czarnik-Zębala,15,17A,G,Tak zanm. Nie korzystają bo wola kombinować,,
Magdalena Czarnik-Zębala,15,18A,C,,,
Magdalena Czarnik-Zębala,15,19A,F,,,
Magdalena Czarnik-Zębala,15,20A,,,Aby nie wstydzili się prosić o pomoc,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Magdalena Czarnik-Zębala,,,
