Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Magdalena Czarnik-Zębala,16,1,B,,,
Magdalena Czarnik-Zębala,16,2,A,,,
Magdalena Czarnik-Zębala,16,3,A,,,
Magdalena Czarnik-Zębala,16,4A,B,,,
Magdalena Czarnik-Zębala,16,5A,A,,,
Magdalena Czarnik-Zębala,16,6A,C,,,
Magdalena Czarnik-Zębala,16,7A,A,dwubiegunowość,,
Magdalena Czarnik-Zębala,16,7A,C,,,
Magdalena Czarnik-Zębala,16,7A,G,wszystko,,
Magdalena Czarnik-Zębala,16,8A,F,,,
Magdalena Czarnik-Zębala,16,9A,A,MĘŻCZYZNA,,
Magdalena Czarnik-Zębala,16,10A,J,,,
Magdalena Czarnik-Zębala,16,11A,M,,,
Magdalena Czarnik-Zębala,16,12A,,,Byłem kiedyś KIMŚ-jestem zerem,
Magdalena Czarnik-Zębala,16,13A,A,,,
Magdalena Czarnik-Zębala,16,13A,D,,,
Magdalena Czarnik-Zębala,16,14A,,,Trudno wyzdrowieć- co jakiś czas ląduje na oddziale zamkniętym i za jakiś czas znów tam wracam…,
Magdalena Czarnik-Zębala,16,15A,A,,Ocena pozytywna,
Magdalena Czarnik-Zębala,16,15A,B,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,16,15A,C,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,16,15A,D,,Ocena pozytywna,
Magdalena Czarnik-Zębala,16,15A,E,,Ocena pozytywna,
Magdalena Czarnik-Zębala,16,15A,F,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,16,15A,G,,Ocena pozytywna,
Magdalena Czarnik-Zębala,16,15A,H,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,16,15A,I,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,16,15A,J,,Trudno powiedzieć,
Magdalena Czarnik-Zębala,16,15A,K,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,16,15A,L,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,16,16A,,,Stała praca i wyleczenie się z nałogów,
Magdalena Czarnik-Zębala,16,17A,D,,,
Magdalena Czarnik-Zębala,16,18A,C,,,
Magdalena Czarnik-Zębala,16,19A,F,,,
Magdalena Czarnik-Zębala,16,20A,,,"Aby próbowali ""wyjść na prostą""",
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Magdalena Czarnik-Zębala,,,
