Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Magdalena Czarnik-Zębala,12,1,B,,,
Magdalena Czarnik-Zębala,12,2,A,,,
Magdalena Czarnik-Zębala,12,3,A,,,
Magdalena Czarnik-Zębala,12,4A,B,,,
Magdalena Czarnik-Zębala,12,5A,A,,,
Magdalena Czarnik-Zębala,12,6A,B,,,
Magdalena Czarnik-Zębala,12,7A,H,odszedłem z zakonu,,
Magdalena Czarnik-Zębala,12,8A,F,,,
Magdalena Czarnik-Zębala,12,9A,A,MĘŻCZYZNA,,
Magdalena Czarnik-Zębala,12,10A,J,,,
Magdalena Czarnik-Zębala,12,11A,C,,,
Magdalena Czarnik-Zębala,12,11A,D,,,
Magdalena Czarnik-Zębala,12,11A,E,,,
Magdalena Czarnik-Zębala,12,11A,J,,,
Magdalena Czarnik-Zębala,12,11A,K,,,
Magdalena Czarnik-Zębala,12,12A,,,"Brakuje pieniędzy- aby żyć samemu ""na swoim""",
Magdalena Czarnik-Zębala,12,13A,A,,,
Magdalena Czarnik-Zębala,12,13A,E,,,
Magdalena Czarnik-Zębala,12,14A,,,Trudno znaleźć pierwszą prace w tym wieku,
Magdalena Czarnik-Zębala,12,15A,A,,Ocena pozytywna,
Magdalena Czarnik-Zębala,12,15A,B,,Ocena pozytywna,
Magdalena Czarnik-Zębala,12,15A,C,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,12,15A,D,,Trudno powiedzieć,
Magdalena Czarnik-Zębala,12,15A,E,,Ocena pozytywna,
Magdalena Czarnik-Zębala,12,15A,F,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,12,15A,G,,Ocena pozytywna,
Magdalena Czarnik-Zębala,12,15A,H,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,12,15A,I,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,12,15A,J,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,12,15A,K,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,12,15A,L,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,12,16A,,,Znalezienie stałej pracy (nie na zlecenie i nie na czarno),
Magdalena Czarnik-Zębala,12,17A,G,dopiero tutaj poznałem takich ludzi,,
Magdalena Czarnik-Zębala,12,18A,C,,,
Magdalena Czarnik-Zębala,12,19A,F,,,
Magdalena Czarnik-Zębala,12,20A,,,Aby się nigdy nie załamywali-i wierzyli że będzie dobrze!,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Magdalena Czarnik-Zębala,,,
