Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Magdalena Czarnik-Zębala,11,1,B,,,
Magdalena Czarnik-Zębala,11,2,A,,,
Magdalena Czarnik-Zębala,11,3,A,,,
Magdalena Czarnik-Zębala,11,4A,B,,,
Magdalena Czarnik-Zębala,11,5A,A,,,
Magdalena Czarnik-Zębala,11,6A,B,,,
Magdalena Czarnik-Zębala,11,7A,H,śmierc babci z którą mieszkałem- potem zostałem bezdomny,,
Magdalena Czarnik-Zębala,11,8A,G,praca dorywcza,,
Magdalena Czarnik-Zębala,11,9A,A,MĘŻCZYZNA,,
Magdalena Czarnik-Zębala,11,10A,J,,,
Magdalena Czarnik-Zębala,11,11A,M,,,
Magdalena Czarnik-Zębala,11,12A,,,Brak stałej pracy,
Magdalena Czarnik-Zębala,11,13A,A,,,
Magdalena Czarnik-Zębala,11,13A,A,,,
Magdalena Czarnik-Zębala,11,14A,,,Z osobą bezdomną nie chcą podpisywac stałej umowy o pracę,
Magdalena Czarnik-Zębala,11,15A,A,,Ocena pozytywna,
Magdalena Czarnik-Zębala,11,15A,B,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,11,15A,C,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,11,15A,D,,Ocena pozytywna,
Magdalena Czarnik-Zębala,11,15A,E,,Ocena pozytywna,
Magdalena Czarnik-Zębala,11,15A,F,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,11,15A,G,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,11,15A,H,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,11,15A,I,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,11,15A,J,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,11,15A,K,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,11,15A,L,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,11,16A,,,Stała praca,
Magdalena Czarnik-Zębala,11,17A,B,,,
Magdalena Czarnik-Zębala,11,18A,C,,,
Magdalena Czarnik-Zębala,11,19A,F,,,
Magdalena Czarnik-Zębala,11,20A,,,Aby wierzyli w siebie,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Magdalena Czarnik-Zębala,,,
