Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Magdalena Czarnik-Zębala,07,1,B,,,
Magdalena Czarnik-Zębala,07,2,A,,,
Magdalena Czarnik-Zębala,07,3,A,,,
Magdalena Czarnik-Zębala,07,4A,A,,,
Magdalena Czarnik-Zębala,07,5A,D,,,
Magdalena Czarnik-Zębala,07,6A,A,,,
Magdalena Czarnik-Zębala,07,7A,H,Zakład Karny,,
Magdalena Czarnik-Zębala,07,8A,G,praca dorywcza,,
Magdalena Czarnik-Zębala,07,9A,B,MĘŻCZYZNA,,
Magdalena Czarnik-Zębala,07,10A,J,,,
Magdalena Czarnik-Zębala,07,11A,D,,,
Magdalena Czarnik-Zębala,07,11A,K,,,
Magdalena Czarnik-Zębala,07,12A,,,Nie stac mnie aby pomóc dzieciom,
Magdalena Czarnik-Zębala,07,13A,A,,,
Magdalena Czarnik-Zębala,07,14A,,,"Trdno znaleźć stałą pracę. Z taką przeszłością pracodawcy wolą""umowę zlecenie""",
Magdalena Czarnik-Zębala,07,15A,A,,Ocena pozytywna,
Magdalena Czarnik-Zębala,07,15A,B,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,07,15A,C,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,07,15A,D,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,07,15A,E,,Ocena pozytywna,
Magdalena Czarnik-Zębala,07,15A,F,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,07,15A,G,,Ocena pozytywna,
Magdalena Czarnik-Zębala,07,15A,H,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,07,15A,I,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,07,15A,J,,Ocena pozytywna,
Magdalena Czarnik-Zębala,07,15A,K,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,07,15A,L,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,07,16A,,,Znalezienie stałej pracy-mógłbym mieszkać na swoim i pomóc dzieciom,
Magdalena Czarnik-Zębala,07,17A,B,,,
Magdalena Czarnik-Zębala,07,18A,C,,,
Magdalena Czarnik-Zębala,07,19A,F,,,
Magdalena Czarnik-Zębala,07,20A,,,Niech każdy pilnuje siebie-i będzie dobrze,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Magdalena Czarnik-Zębala,,,
