Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Magdalena Czarnik-Zębala,06,1,B,,,
Magdalena Czarnik-Zębala,06,2,A,,,
Magdalena Czarnik-Zębala,06,3,A,,,
Magdalena Czarnik-Zębala,06,4A,B,,,
Magdalena Czarnik-Zębala,06,5A,B,,,
Magdalena Czarnik-Zębala,06,6A,D,,,
Magdalena Czarnik-Zębala,06,7A,D,,,
Magdalena Czarnik-Zębala,06,8A,C,,,
Magdalena Czarnik-Zębala,06,9A,C,MĘŻCZYZNA,,
Magdalena Czarnik-Zębala,06,10A,J,,,
Magdalena Czarnik-Zębala,06,11A,D,,,
Magdalena Czarnik-Zębala,06,11A,J,,,
Magdalena Czarnik-Zębala,06,11A,K,,,
Magdalena Czarnik-Zębala,06,12A,,,Że człowiek pracował-wyrobił emeryturę i jest to jałmużna za którą nie da się przeżyć.,
Magdalena Czarnik-Zębala,06,13A,E,,,
Magdalena Czarnik-Zębala,06,14A,,,W tym wieku mając swoje schorzenie- trudno coś zmienić,
Magdalena Czarnik-Zębala,06,15A,A,,Ocena pozytywna,
Magdalena Czarnik-Zębala,06,15A,B,,Ocena pozytywna,
Magdalena Czarnik-Zębala,06,15A,C,,Ocena pozytywna,
Magdalena Czarnik-Zębala,06,15A,D,,Ocena pozytywna,
Magdalena Czarnik-Zębala,06,15A,E,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,06,15A,F,,Ocena pozytywna,
Magdalena Czarnik-Zębala,06,15A,G,,Ocena pozytywna,
Magdalena Czarnik-Zębala,06,15A,H,,Ocena pozytywna,
Magdalena Czarnik-Zębala,06,15A,I,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,06,15A,J,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,06,15A,K,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,06,15A,L,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,06,16A,,,Gdybym miał dodatkowy dochód,
Magdalena Czarnik-Zębala,06,17A,A,,,
Magdalena Czarnik-Zębala,06,18A,C,,,
Magdalena Czarnik-Zębala,06,19A,F,,,
Magdalena Czarnik-Zębala,06,20A,,,Chciałbym aby myśleli -bardziej niż ja.Kiedyś byłem alkoholikiem(gdyby nie to może miałbym lepszą  prace i wyższą emeryturę).,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Magdalena Czarnik-Zębala,,,
