Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Magdalena Czarnik-Zębala,17,1,B,,,
Magdalena Czarnik-Zębala,17,2,A,,,
Magdalena Czarnik-Zębala,17,3,A,,,
Magdalena Czarnik-Zębala,17,4A,B,,,
Magdalena Czarnik-Zębala,17,5A,A,,,
Magdalena Czarnik-Zębala,17,6A,B,,,
Magdalena Czarnik-Zębala,17,7A,A,dwubiegunowość,,
Magdalena Czarnik-Zębala,17,7A,G,alkohol,,
Magdalena Czarnik-Zębala,17,8A,F,,,
Magdalena Czarnik-Zębala,17,9A,A,MĘŻCZYZNA,,
Magdalena Czarnik-Zębala,17,10A,J,,,
Magdalena Czarnik-Zębala,17,11A,M,,,
Magdalena Czarnik-Zębala,17,12A,,,Nie mam swojego mieszkania (mam dziecko)i trudno nam w takiej sytuacji o kontakt,
Magdalena Czarnik-Zębala,17,13A,A,,,
Magdalena Czarnik-Zębala,17,13A,D,,,
Magdalena Czarnik-Zębala,17,14A,,,Trudno dziś o stałą pracę- wolą Ukrainę ( mniej im płacą),
Magdalena Czarnik-Zębala,17,15A,A,,Ocena pozytywna,
Magdalena Czarnik-Zębala,17,15A,B,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,17,15A,C,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,17,15A,D,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,17,15A,E,,Ocena pozytywna,
Magdalena Czarnik-Zębala,17,15A,F,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,17,15A,G,,Trudno powiedzieć,
Magdalena Czarnik-Zębala,17,15A,H,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,17,15A,I,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,17,15A,J,,Trudno powiedzieć,
Magdalena Czarnik-Zębala,17,15A,K,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,17,15A,L,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,17,16A,,,Zanalezienie stałej pracy-próba powrotu do partnerki i dziecka,
Magdalena Czarnik-Zębala,17,17A,G,tutaj poznałem,,
Magdalena Czarnik-Zębala,17,18A,C,,,
Magdalena Czarnik-Zębala,17,19A,F,,,
Magdalena Czarnik-Zębala,17,20A,,,Aby się zastanowili 10 razy zanim zrobią jakąś głupotę,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Magdalena Czarnik-Zębala,,,
