Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Magdalena Czarnik-Zębala,05,1,B,,,
Magdalena Czarnik-Zębala,05,2,A,,,
Magdalena Czarnik-Zębala,05,3,A,,,
Magdalena Czarnik-Zębala,05,4A,B,,,
Magdalena Czarnik-Zębala,05,5A,A,,,
Magdalena Czarnik-Zębala,05,6A,A,,,
Magdalena Czarnik-Zębala,05,7A,G,alkohol od ok.15 lat,,
Magdalena Czarnik-Zębala,05,8A,F,,,
Magdalena Czarnik-Zębala,05,9A,A,MĘŻCZYZNA,,
Magdalena Czarnik-Zębala,05,10A,J,,,
Magdalena Czarnik-Zębala,05,11A,A,,,
Magdalena Czarnik-Zębala,05,11A,C,,,
Magdalena Czarnik-Zębala,05,11A,M,,,
Magdalena Czarnik-Zębala,05,12A,,,Brakuje mi na wszystko,
Magdalena Czarnik-Zębala,05,13A,D,,,
Magdalena Czarnik-Zębala,05,13A,A,,,
Magdalena Czarnik-Zębala,05,14A,,,Trdno znaleźć pracę- chyba ze względu na uzależnienie,
Magdalena Czarnik-Zębala,05,15A,A,,Ocena pozytywna,
Magdalena Czarnik-Zębala,05,15A,B,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,05,15A,C,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,05,15A,D,,Ocena pozytywna,
Magdalena Czarnik-Zębala,05,15A,E,,Ocena pozytywna,
Magdalena Czarnik-Zębala,05,15A,F,,Ocena pozytywna,
Magdalena Czarnik-Zębala,05,15A,G,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,05,15A,H,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,05,15A,I,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,05,15A,J,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,05,15A,K,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,05,15A,L,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,05,16A,,,Znalezienie pracy-gdybym całkowicie się wyleczył,
Magdalena Czarnik-Zębala,05,17A,B,,,
Magdalena Czarnik-Zębala,05,18A,C,,,
Magdalena Czarnik-Zębala,05,19A,F,,,
Magdalena Czarnik-Zębala,05,20A,,,Aby nie wpadali w nałogi- to zniszcy im całe życie,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Magdalena Czarnik-Zębala,,,
