Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Magdalena Czarnik-Zębala,19,1,B,,,
Magdalena Czarnik-Zębala,19,2,A,,,
Magdalena Czarnik-Zębala,19,3,A,,,
Magdalena Czarnik-Zębala,19,4A,B,,,
Magdalena Czarnik-Zębala,19,5A,A,,,
Magdalena Czarnik-Zębala,19,6A,D,,,
Magdalena Czarnik-Zębala,19,7A,A,stany lękowe,,
Magdalena Czarnik-Zębala,19,7A,G,narkotyki wszystkie oprócz heroiny,,
Magdalena Czarnik-Zębala,19,8A,H,sporadycznie z MOPS zasiłek celowy lub okresowy,,
Magdalena Czarnik-Zębala,19,9A,A,MĘŻCZYZNA,,
Magdalena Czarnik-Zębala,19,10A,J,,,
Magdalena Czarnik-Zębala,19,11A,M,,,
Magdalena Czarnik-Zębala,19,12A,,,Mimo młodego wieku 31 latjestem wrakiem człowieka-nie mam nic!(tzn.mam 8 letnie dziecko o którym niewiele wiem…),
Magdalena Czarnik-Zębala,19,13A,A,,,
Magdalena Czarnik-Zębala,19,13A,D,,,
Magdalena Czarnik-Zębala,19,13A,E,,,
Magdalena Czarnik-Zębala,19,14A,,,Jestem chory i dlatego trudno jest mi znaleźć pracę,
Magdalena Czarnik-Zębala,19,15A,A,,Ocena pozytywna,
Magdalena Czarnik-Zębala,19,15A,B,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,19,15A,C,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,19,15A,D,,Ocena pozytywna,
Magdalena Czarnik-Zębala,19,15A,E,,Ocena pozytywna,
Magdalena Czarnik-Zębala,19,15A,F,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,19,15A,G,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,19,15A,H,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,19,15A,I,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,19,15A,J,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,19,15A,K,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,19,15A,L,,Nie korzystałam/łem,
Magdalena Czarnik-Zębala,19,16A,,,Stała praca,
Magdalena Czarnik-Zębala,19,17A,G,nie znam takich,,
Magdalena Czarnik-Zębala,19,18A,C,,,
Magdalena Czarnik-Zębala,19,19A,F,,,
Magdalena Czarnik-Zębala,19,20A,,,Nie zmarnujcie sobie życia- jak JA,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Magdalena Czarnik-Zębala,,,
