Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,14,1,B,,,
Danuta Jabłonowska ,14,2,A,,,
Danuta Jabłonowska ,14,3,A,,,
Danuta Jabłonowska ,14,4A,B,,,
Danuta Jabłonowska ,14,5A,B,,,
Danuta Jabłonowska ,14,6A,A,,,
Danuta Jabłonowska ,14,7A,C,,,
Danuta Jabłonowska ,14,8A,D,,,
Danuta Jabłonowska ,14,9A,A,,,
Danuta Jabłonowska ,14,10A,R,,,
Danuta Jabłonowska ,14,11A,M,,,
Danuta Jabłonowska ,14,12A,,,brak mieszkania i stałej pracy abym mógł dorobić do niskiej renty,
Danuta Jabłonowska ,14,13A,A,,,
Danuta Jabłonowska ,14,14A,,,"Staram się znaleźć prace, ale jeszcze jej nie udało mi się uzyskać, nie posiadam też mieszkania ",
Danuta Jabłonowska ,14,15A,A,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,14,15A,B,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,14,15A,C,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,14,15A,D,,POZYTYWNA,
Danuta Jabłonowska ,14,15A,E,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,14,15A,F,,POZYTYWNA,
Danuta Jabłonowska ,14,15A,G,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,14,15A,H,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,14,15A,I,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,14,15A,J,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,14,15A,K,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,14,15A,L,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,14,16A,,,uzyskanie mieszkania i możliwość dorobienia na wynajęcie oraz na utrzymanie siebie,
Danuta Jabłonowska ,14,17A,G,NIE ZNAM TAKICH OSÓB,,
Danuta Jabłonowska ,14,18A,C,,,
Danuta Jabłonowska ,14,19A,B,,,
Danuta Jabłonowska ,14,20A,,,aby instytucje powołane w celu pomocy sprawnie pomagały osobom tego potrzebującym ,
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
