Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,6,1,B,,,
Danuta Jabłonowska ,6,2,A,,,
Danuta Jabłonowska ,6,3,A,,,
Danuta Jabłonowska ,6,4A,B,,,
Danuta Jabłonowska ,6,5A,A,,,
Danuta Jabłonowska ,6,6A,D,,,
Danuta Jabłonowska ,6,7A,D,,,
Danuta Jabłonowska ,6,8A,C,,,
Danuta Jabłonowska ,6,9A,D,,,
Danuta Jabłonowska ,6,10A,A,,,
Danuta Jabłonowska ,6,11A,"A,C,D,E,G,K,L",,,
Danuta Jabłonowska ,6,12A,,,"Najbardziej dokucza mi samotność i niska emerytura, która nie starcza mi na podstawowe utrzymanie ",
Danuta Jabłonowska ,6,13A,"A,E",,,
Danuta Jabłonowska ,6,14A,,,"Z powodu wieku nie mam możliwości uzyskania zatrudnienia, a teraz sam potrzebuję wsparcia innych ",
Danuta Jabłonowska ,6,15A,A,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,6,15A,B,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,6,15A,C,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,6,15A,D,,POZYTYWNA,
Danuta Jabłonowska ,6,15A,E,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,6,15A,F,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,6,15A,G,,POZYTYWNA,
Danuta Jabłonowska ,6,15A,H,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,6,15A,I,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,6,15A,J,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,6,15A,K,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,6,15A,L,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,6,16A,,,Poprawa obsługi ludzi starszych i pomoc instytucji publicznych ,
Danuta Jabłonowska ,6,17A,E,,,
Danuta Jabłonowska ,6,18A,C,,,
Danuta Jabłonowska ,6,19A,F,,,
Danuta Jabłonowska ,6,20A,,,"rozwiązania problemu ochrony zdrowia i poprawy dostępu do specjalistów. Ponadto, aby MOPS bardziej interesował się osobami starszymi, zwłaszcza będącymi w trudnej sytuacji ekonomicznej i samotnych",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
