Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,7,1,A,,,
Danuta Jabłonowska ,7,2,A,,,
Danuta Jabłonowska ,7,3,B,,,
Danuta Jabłonowska ,7,4 B,B,,,
Danuta Jabłonowska ,7,5 B,B,,,
Danuta Jabłonowska ,7,6 B,A - 2,,,
Danuta Jabłonowska ,7,7 B,A,,,
Danuta Jabłonowska ,7,8 B,B,,,
Danuta Jabłonowska ,7,9 B,H,UTRATA PRACY W OKREISE BANDEMII ,,
Danuta Jabłonowska ,7,10 B,A,,,
Danuta Jabłonowska ,7,11 B,B,,,
Danuta Jabłonowska ,7,12 B,K,,,
Danuta Jabłonowska ,7,13 B,"A,C,E,J,K",,,
Danuta Jabłonowska ,7,14 B,,,inflacja spowodowała podwyżki żywności i opłat z tego powodu jest coraz trudniej żyć ,
Danuta Jabłonowska ,7,15 B,A,,,
Danuta Jabłonowska ,7,16 B,,,"Głownie dlatego, że długo nie pracowałam z powodu pandemii Covid 19 i spadła moja kondycja finansowa. Trudno teraz znaleźć pracę, która dawałaby odpowiednie dochody w stosunku do wydatków. Ponadto pracodawcy wolą zatrudniać studentów. ",
Danuta Jabłonowska ,7,17 B,A,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,7,17 B,B,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,7,17 B,C,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,7,17 B,D,,POZYTYWNA ,
Danuta Jabłonowska ,7,17 B,E,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,7,17 B,F,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,7,17 B,G,,POZYTYWNA ,
Danuta Jabłonowska ,7,17 B,H,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,7,17 B,I,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,7,17 B,J,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,7,17 B,K,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,7,17 B,L,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,7,18 B,,,stała dobrze płatna praca ,
Danuta Jabłonowska ,7,19 B,C,,,
Danuta Jabłonowska ,7,19 A,B,,,
Danuta Jabłonowska ,7,20 B,C,,,
Danuta Jabłonowska ,7,21 B,,,żeby było więcej miejsc z pomocą taką jak na Woronicza i żeby było więcej informacji o tego rodzaju pomocy,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
