Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,17,1,A,,,
Danuta Jabłonowska ,17,2,A,,,
Danuta Jabłonowska ,17,3,A,,,
Danuta Jabłonowska ,17,4A,B,,,
Danuta Jabłonowska ,17,5A,B,,,
Danuta Jabłonowska ,17,6A,E,,,
Danuta Jabłonowska ,17,7A,D,,,
Danuta Jabłonowska ,17,8A,C,,,
Danuta Jabłonowska ,17,9A,D,,,
Danuta Jabłonowska ,17,10A,N,,,
Danuta Jabłonowska ,17,11A,M,,,
Danuta Jabłonowska ,17,12A,,,"najbardziej doskwiera mi fakt ze są drogie leki, mam cukrzycę i powinnam być na diecie, a jedzenie jest coraz droższe ",
Danuta Jabłonowska ,17,13A,E,,,
Danuta Jabłonowska ,17,14A,,,"Emerytura jest zbyt niska, a wszystko w sposób galopujący drożeje, drogie są zwłaszcza leki, a leki darmowe w moim przypadku nie są skuteczne ",
Danuta Jabłonowska ,17,15A,A,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,17,15A,B,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,17,15A,C,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,17,15A,D,,POZYTYWNA,
Danuta Jabłonowska ,17,15A,E,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,17,15A,F,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,17,15A,G,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,17,15A,H,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,17,15A,I,,POZYTYWNA,
Danuta Jabłonowska ,17,15A,J,,POZYTYWNA,
Danuta Jabłonowska ,17,15A,K,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,17,15A,L,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,17,16A,,,"zwiększenie pomocy społecznej i z urzędów, a najlepiej podwyższyć emerytury w stosunku do wydatków ",
Danuta Jabłonowska ,17,17A,G,NIE ZNAM,,
Danuta Jabłonowska ,17,18A,C,,,
Danuta Jabłonowska ,17,19A,A,,,
Danuta Jabłonowska ,17,20A,,,"chciałabym, aby starsi ludzie mieli więcej pomocy od państwa. Emerytury są nadal małe w stosunku do rosnących cen i nie starczają na wiele rzeczy ",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
