Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,10,1,A,,,
Danuta Jabłonowska ,10,2,A,,,
Danuta Jabłonowska ,10,3,A,,,
Danuta Jabłonowska ,10,4A,B,,,
Danuta Jabłonowska ,10,5A,A,,,
Danuta Jabłonowska ,10,6A,C,,,
Danuta Jabłonowska ,10,7A,E,,,
Danuta Jabłonowska ,10,8A,H,,,
Danuta Jabłonowska ,10,9A,A,,,
Danuta Jabłonowska ,10,10A,S,SCHRONISKO MŁODZIEŻOWE ,,
Danuta Jabłonowska ,10,11A,M,,,
Danuta Jabłonowska ,10,12A,,,"brak mieszkania, brak pracy i podstawowych środków na utrzymanie.",
Danuta Jabłonowska ,10,13A,A,,,
Danuta Jabłonowska ,10,14A,,,nie znalazłam pracy i mam trudności w znalezieniu mieszkania. Mam problemy ze zdrowiem i wszystko to przytłacza mnie psychicznie ,
Danuta Jabłonowska ,10,15A,A,,NEGATYWNA,
Danuta Jabłonowska ,10,15A,B,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,10,15A,C,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,10,15A,D,,POZYTYWNA,
Danuta Jabłonowska ,10,15A,E,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,10,15A,F,,NEGATYWNA,
Danuta Jabłonowska ,10,15A,G,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,10,15A,H,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,10,15A,I,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,10,15A,J,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,10,15A,K,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,10,15A,L,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,10,16,,,"znalezienie pracy i uzyskanie mieszkania, ogólna pomoc ze strony MOPS ",
Danuta Jabłonowska ,10,17,E,,,
Danuta Jabłonowska ,10,18,C,,,
Danuta Jabłonowska ,10,19,B,,,
Danuta Jabłonowska ,10,20,,,"chciałabym, aby były mieszkania przejściowe dla osób, które utraciły mieszkanie, to pomogłoby stanąć na nogi i np. łatwiej znaleźć pracę i wyjść z kryzysu bezdomności.",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
