Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,2,1,B,,,
Danuta Jabłonowska ,2,2,A,,,
Danuta Jabłonowska ,2,3,B,,,
Danuta Jabłonowska ,2,4B,B,,,
Danuta Jabłonowska ,2,5B,A,,,
Danuta Jabłonowska ,2,6B,A - 3,,,
Danuta Jabłonowska ,2,7B,A,,,
Danuta Jabłonowska ,2,8B,D,,,
Danuta Jabłonowska ,2,9B,A,,,
Danuta Jabłonowska ,2,10B,H,,,
Danuta Jabłonowska ,2,11B,B,,,
Danuta Jabłonowska ,2,12B,R,,,
Danuta Jabłonowska ,2,13B,M,,,
Danuta Jabłonowska ,2,14B,,,"Najbardziej dotkliwym skutkiem ekonomiczny jest dla mnie zły stan zdrowia, ponieważ wiąże się to z wydatkami na ten cel.",
Danuta Jabłonowska ,2,15B,D,,,
Danuta Jabłonowska ,2,16B,,,"Ponieważ leczenie jest długotrwałe, a dostęp do usług służby zdrowia graniczy z cudem, a nie posiadam środków na leczenie prywatnie z marnych zasobów.",
Danuta Jabłonowska ,2,17B,A,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,2,17B,B,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,2,17B,C,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,2,17B,D,,POZYTYWNA,
Danuta Jabłonowska ,2,17B,E,,POZYTYWNA,
Danuta Jabłonowska ,2,17B,F,,TRUDNO POWIEDZIEĆ ,
Danuta Jabłonowska ,2,17B,G,,POZYTYWNA,
Danuta Jabłonowska ,2,17B,H,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,2,17B,I,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,2,17B,J,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,2,17B,K,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,2,17B,L,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,2,18B,,,"Wygrana większych pieniędzy, ponieważ nie widzę innej możliwości poprawy.",
Danuta Jabłonowska ,2,19B,G,NIE ZNAM TAKICH OSÓB,,
Danuta Jabłonowska ,2,20B,C,,,
Danuta Jabłonowska ,2,21B,,,"Proponowałbym dla takich osób, które są w trudnej sytuacji, aby skorzystały z pomocy przy ul. Woronicza, tj. z pomocy żywnościowej i odzieżowej, gdyż ja z tego miejsca korzystam i jestem usatysfakcjonowany ludzkim, a nie przedmiotowym podejściem do człowieka.",
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
