Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,12A,1,B,,,
Danuta Jabłonowska ,12A,2,A,,,
Danuta Jabłonowska ,12A,3,A,,,
Danuta Jabłonowska ,12A,4A,B,,,
Danuta Jabłonowska ,12A,5A,A,,,
Danuta Jabłonowska ,12A,6A,D,,,
Danuta Jabłonowska ,12A,7A,H,POBYT W ZAKŁADZIE KARNYM,,
Danuta Jabłonowska ,12A,8A,F,,,
Danuta Jabłonowska ,12A,9A,B,,,
Danuta Jabłonowska ,12A,10A,Q,,,
Danuta Jabłonowska ,12A,11A,M,,,
Danuta Jabłonowska ,12A,12A,,,nie starcza mi na utrzymanie własne i godne życie ,
Danuta Jabłonowska ,12A,13A,A,,,
Danuta Jabłonowska ,12A,14A,,,"nie znalazłem zatrudnienia, a utrzymuje się z 400zł. zasiłku graniczy z cudem ",
Danuta Jabłonowska ,12A,15A,A,,NEGATYWNA,
Danuta Jabłonowska ,12A,15A,B,,NEGATYWNA,
Danuta Jabłonowska ,12A,15A,C,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,12A,15A,D,,POZYTYWNA,
Danuta Jabłonowska ,12A,15A,E,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,12A,15A,F,,NEGATYWNA,
Danuta Jabłonowska ,12A,15A,G,,NEGATYWNA,
Danuta Jabłonowska ,12A,15A,H,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,12A,15A,I,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,12A,15A,J,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,12A,15A,K,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,12A,15A,L,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,12A,16A,,,znalezienie pracy byłoby dla mnie wielkim ratunkiem ,
Danuta Jabłonowska ,12A,17A,"C,D,E",,,
Danuta Jabłonowska ,12A,18A,C,,,
Danuta Jabłonowska ,12A,19A,A,,,
Danuta Jabłonowska ,12A,20A,,,"przeszkadza mi to, że większą pomoc udziela się ludności ukraińskiej aniżeli Polakom będącym w trudnej sytuacji życiowej ",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
