Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,15,1,A,,,
Danuta Jabłonowska ,15,2,A,,,
Danuta Jabłonowska ,15,3,A,,,
Danuta Jabłonowska ,15,4A,B,,,
Danuta Jabłonowska ,15,5A,A,,,
Danuta Jabłonowska ,15,6A,C,,,
Danuta Jabłonowska ,15,7A,A,,,
Danuta Jabłonowska ,15,8A,H,Czekam na zasiłek z MOPS ,,
Danuta Jabłonowska ,15,9A,A,,,
Danuta Jabłonowska ,15,10A,S,BRAK MIEJSCA ZAMIESZKANIA,,
Danuta Jabłonowska ,15,11A,M,,,
Danuta Jabłonowska ,15,12A,,,"nie mam miejsca zamieszkania, mam poczucie zagrożenia życia zwłaszcza spędzając noce pod gołym niebem, mam w sobie niemoc, która przeszkadza mi w funkcjonowaniu.",
Danuta Jabłonowska ,15,13A,F,,,
Danuta Jabłonowska ,15,14A,,,do tej pory nie znalazłam pomocy ze strony instytucji powołanych do pomocy ludziom z bezsilnością życiową i chorych psychicznie z depresją ,
Danuta Jabłonowska ,15,15A,A,,NEGATYWNA,
Danuta Jabłonowska ,15,15A,B,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,15,15A,C,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,15,15A,D,,POZYTYWNA,
Danuta Jabłonowska ,15,15A,E,,POZYTYWNA,
Danuta Jabłonowska ,15,15A,F,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,15,15A,G,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,15,15A,H,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,15,15A,I,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,15,15A,J,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,15,15A,K,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,15,15A,L,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,15,16A,,,"Uzyskanie miejsca zamieszkania, pomocy medycznej, uzyskanie stałej pracy, która dałaby poczucie bezpieczeństwa, a przede wszystkim uzyskanie darmowej pomocy prawnej   ",
Danuta Jabłonowska ,15,17A,F,UZALEŻNIENIE ALKOHOLOWE,,
Danuta Jabłonowska ,15,18A,C,,,
Danuta Jabłonowska ,15,19A,B,,,
Danuta Jabłonowska ,15,20A,,,"kobiety w Krakowie nie mają całorocznych noclegowni tak jak mają to mężczyźni. Z tego powodu kobiety które utraciły mieszkanie nie maja gdzie się podziać, zwłaszcza w zimie i zdarza się że muszą nocować w pustostanach lub pod gołym niebem ",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
