Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,8,1,A,,,
Danuta Jabłonowska ,8,2,A,,,
Danuta Jabłonowska ,8,3,B,,,
Danuta Jabłonowska ,8,4 B,B,,,
Danuta Jabłonowska ,8,5 B,B,,,
Danuta Jabłonowska ,8,6 B,A - 2,,,
Danuta Jabłonowska ,8,7 B,A,,,
Danuta Jabłonowska ,8,8 B,B,,,
Danuta Jabłonowska ,8,9 B,E,,,
Danuta Jabłonowska ,8,10 B,A,,,
Danuta Jabłonowska ,8,11 B,A,,,
Danuta Jabłonowska ,8,12 B,L,,,
Danuta Jabłonowska ,8,13 B,"A,C,E,G,J,K",,,
Danuta Jabłonowska ,8,14 B,,,pogorszyły mi się warunki życiowe i nie starcza mi pieniędzy na zaspokojenie podstawowych potrze ,
Danuta Jabłonowska ,8,15 B,A,,,
Danuta Jabłonowska ,8,16 B,,,"Nie mam stałej pracy, a praca dorywcza jest nie zawsze i z tego powodu nie mam regularnych dochodów",
Danuta Jabłonowska ,8,17B,A,,POZYTYWNA,
Danuta Jabłonowska ,8,17B,B,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,8,17B,C,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,8,17B,D ,,POZYTYWNA,
Danuta Jabłonowska ,8,17B,E,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,8,17B,F,,NEGATYWNA,
Danuta Jabłonowska ,8,17B,G,,POZYTYWNA,
Danuta Jabłonowska ,8,17B,H,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,8,17B,I,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,8,17B,J,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,8,17B,K,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,8,17B,L,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,8,18 B,,,Stała praca i stały dochód ,
Danuta Jabłonowska ,8,19 B,D ,,,
Danuta Jabłonowska ,8,19 A,B,,,
Danuta Jabłonowska ,8,20 B,C,,,
Danuta Jabłonowska ,8,21 B,,,"uważam, że UMK pomaga więcej i chętniej ludności ukraińskiej niż nam będącym w trudnej sytuacji",
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
