Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,20,1,B,,,
Danuta Jabłonowska ,20,2,A,,,
Danuta Jabłonowska ,20,3,A,,,
Danuta Jabłonowska ,20,4A,B,,,
Danuta Jabłonowska ,20,5A,A,,,
Danuta Jabłonowska ,20,6A,D,,,
Danuta Jabłonowska ,20,7A,F,,,
Danuta Jabłonowska ,20,8A,F,,,
Danuta Jabłonowska ,20,9A,A,,,
Danuta Jabłonowska ,20,10A,R,,,
Danuta Jabłonowska ,20,11A,M,,,
Danuta Jabłonowska ,20,12A,,,"przepisy, które nie ułatwiają zaspokojenia podstawowych potrze, brakuje mi mieszkania, a także pracy w związku z tym nie mogę właściwie nic załatwić. ",
Danuta Jabłonowska ,20,13A,F,,,
Danuta Jabłonowska ,20,14A,,,"mimo tego, że nie posiadam żadnych nałogów, to i tak mam marne szanse na załatwienie pracy",
Danuta Jabłonowska ,20,15A,A,,NEGATYWNA,
Danuta Jabłonowska ,20,15A,B,,NEGATYWNA,
Danuta Jabłonowska ,20,15A,C,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,20,15A,D,,NEGATYWNA,
Danuta Jabłonowska ,20,15A,E,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,20,15A,F,,NEGATYWNA,
Danuta Jabłonowska ,20,15A,G,,POZYTYWNA,
Danuta Jabłonowska ,20,15A,H,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,20,15A,I,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,20,15A,J,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,20,15A,K,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,20,15A,L,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,20,16A,,,"otrzymanie mieszkania i pracy, a także leprze indywidulane podejście ze strony instytucji pomocowych ",
Danuta Jabłonowska ,20,17A,D,,,
Danuta Jabłonowska ,20,18A,C,,,
Danuta Jabłonowska ,20,19A,F,,,
Danuta Jabłonowska ,20,20A,,,"poprawa systemowa w zakresie pomocy, która nie jest wystarczająca i jest skierowana w złym kierunku ",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
