Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,19,1,A,,,
Danuta Jabłonowska ,19,2,A,,,
Danuta Jabłonowska ,19,3,A,,,
Danuta Jabłonowska ,19,4A,B,,,
Danuta Jabłonowska ,19,5A,A,,,
Danuta Jabłonowska ,19,6A,C,,,
Danuta Jabłonowska ,19,7A,C,,,
Danuta Jabłonowska ,19,8A,F,,,
Danuta Jabłonowska ,19,9A,A,,,
Danuta Jabłonowska ,19,10A,H,,,
Danuta Jabłonowska ,19,11A,M,,,
Danuta Jabłonowska ,19,12A,,,"Uważam, że w Krakowie jest dużo organizacji pomocowych. Pomoc ta wystarcza jednak na minimalne zaspokojenie potrzeb osób znajdujących się w kryzysie, zważywszy na ilości osób potrzebujących jej i nie ma szansy na dostateczny dostęp dla wszystkich.",
Danuta Jabłonowska ,19,13A,A,,,
Danuta Jabłonowska ,19,14A,,,nie uzyskałam dobrze płatnej pracy,
Danuta Jabłonowska ,19,15A,A,,POZYTYWNA,
Danuta Jabłonowska ,19,15A,B,,POZYTYWNA,
Danuta Jabłonowska ,19,15A,C,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,19,15A,D,,POZYTYWNA,
Danuta Jabłonowska ,19,15A,E,,POZYTYWNA,
Danuta Jabłonowska ,19,15A,F,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,19,15A,G,,NEGATYWNA,
Danuta Jabłonowska ,19,15A,H,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,19,15A,I,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,19,15A,J,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,19,15A,K,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,19,15A,L,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,19,16A,,,znalezienie pracy i uzyskanie mieszkania chronionego ,
Danuta Jabłonowska ,19,17A,F,UZALEŻNIENIE OD ALKOHOLU I INNYCH UŻYWEK I NIE CHCĄ SIĘ LECZYĆ ,,
Danuta Jabłonowska ,19,18A,C,,,
Danuta Jabłonowska ,19,19A,F,,,
Danuta Jabłonowska ,19,20A,,,"aby było indywidualne podejście instytucji pomocowych do ludzi będących w potrzebie, a niestosowanie schematów, co do ludzi z niepełnosprawnościami ze względu na wiek  ",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
