Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,11B,1,A,,,
Danuta Jabłonowska ,11B,2,A,,,
Danuta Jabłonowska ,11B,3,B,,,
Danuta Jabłonowska ,11B,4,B,,,
Danuta Jabłonowska ,11B,5,B,,,
Danuta Jabłonowska ,11B,6,A  - 2,,,
Danuta Jabłonowska ,11B,7,A,,,
Danuta Jabłonowska ,11B,8,D,,,
Danuta Jabłonowska ,11B,9,C,,,
Danuta Jabłonowska ,11B,10,D,,,
Danuta Jabłonowska ,11B,11,A,,,
Danuta Jabłonowska ,11B,12,E,,,
Danuta Jabłonowska ,11B,13,"A,C,D,E,F,K,L",,,
Danuta Jabłonowska ,11B,14,,,"brak możliwości wyremontowania mieszkania z powodu zbyt niskich dochodów finansowych, a także na godziwą egzystencję.",
Danuta Jabłonowska ,11B,15,"A,E",,,
Danuta Jabłonowska ,11B,16,,,"Pomoc, która otrzymuję jest za mała, a to nie jest godne człowieka życie tylko wegetacja. Ciągle rosną opłaty więc nie wiem jak tu dalej żyć.",
Danuta Jabłonowska ,11B,17B,A,,NEGATYWNA,
Danuta Jabłonowska ,11B,17B,B,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,11B,17B,C,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,11B,17B,D,,TRUDNO POWIEDZIEĆ ,
Danuta Jabłonowska ,11B,17B,E,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,11B,17B,F,,NEGATYWNA,
Danuta Jabłonowska ,11B,17B,G,,NEGATYWNA,
Danuta Jabłonowska ,11B,17B,H,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,11B,17B,I,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,11B,17B,J,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,11B,17B,K,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,11B,17B,L,,NIE KORZYSTAŁAM,
Danuta Jabłonowska ,11B,18,,,"ZUS nie wypłacił należnej emerytury mojemu mężowi i chciałabym, aby starania męża przyniosły pożądany rezultat w załatwieniu życiowej sprawy. Chciałabym, aby nie rosły wydatki i długi.",
Danuta Jabłonowska ,11B,19,D,,,
Danuta Jabłonowska ,11B,19A,B,,,
Danuta Jabłonowska ,11B,20,C,,,
Danuta Jabłonowska ,11B,21,,,"aby UMK zainteresowało się rzetelnie ludźmi wyrzucanymi na ulicę, co zwiększa liczebność osób bezdomnych i generuje to skutki ubóstwa, ponieważ sam pomagałam nieraz takim ludziom. Aby było więcej miejsc, gdzie ludzie w potrzebie będą mieli szansę uzyskać konkretną pomoc.",
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
