Imię i nazwisko osoby przeprowadzającej wywiady,Nr osoby pytanej,Nr pytania,Nr odpowiedzi,Komentarz,Odpowiedź opisowa,Uwagi
Danuta Jabłonowska ,13,1,B,,,
Danuta Jabłonowska ,13,2,A,,,
Danuta Jabłonowska ,13,3,A,,,
Danuta Jabłonowska ,13,4A,B,,,
Danuta Jabłonowska ,13,5A,B,,,
Danuta Jabłonowska ,13,6A,B,,,
Danuta Jabłonowska ,13,7A,A,,,
Danuta Jabłonowska ,13,8A,D,,,
Danuta Jabłonowska ,13,9A,B,,,
Danuta Jabłonowska ,13,10A,D,,,
Danuta Jabłonowska ,13,11A,M,,,
Danuta Jabłonowska ,13,12A,,,"najbardziej przeszkadza mi to, że nie mogę regularnie opłacać mieszkania i mediów, a zadłużenia mnie dobijają psychicznie, że nie chce się żyć. Przez tę sytuację nie mam na wyżywienie, leki i inne podstawowe i niezbędne potrzeby życiowe. Z tego powodu doznałem załamania psychicznego.",
Danuta Jabłonowska ,13,13A,D,,,
Danuta Jabłonowska ,13,14A,,,"moje zdrowie psychiczne nie pozwala mi na podjęcie pracy, a rena jest zbyt mała, aby godnie żyć.",
Danuta Jabłonowska ,13,15A,A,,POZYTYWNA,
Danuta Jabłonowska ,13,15A,B,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,13,15A,C,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,13,15A,D,,POZYTYWNA,
Danuta Jabłonowska ,13,15A,E,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,13,15A,F,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,13,15A,G,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,13,15A,H,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,13,15A,I,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,13,15A,J,,POZYTYWNA,
Danuta Jabłonowska ,13,15A,K,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,13,15A,L,,NIE KORZYSTAŁEM,
Danuta Jabłonowska ,13,16A,,,pomogłoby mi wyleczenie abym mógł podjąć pracę i dorobić do niskiej renty. Jak na razie potrzebuję większej pomocy z MOPS ,
Danuta Jabłonowska ,13,17A,B,,,
Danuta Jabłonowska ,13,18A,C,,,
Danuta Jabłonowska ,13,19A,A,,,
Danuta Jabłonowska ,13,20A,,,"większe zainteresowanie ze strony Państwa i UMK, aby było leprze podejście indywidulane do każdego człowieka będącego w trudnej sytuacji i żeby przepisanie były takie sztywne, a ludzie powołani do pomocy dla osób potrzebujących wykazywali więcej dla nich empatii ",
,,,,,,
,,,,,,
Imię i nazwisko osoby wprowadzającej dane:,,,Danuta Jabłonowska ,,,
